Individual,BureauInquiries,CreditUsage,TotalCredit,CollectionReports,MissedPayments,HomeOwner,CreditAge,TimeOnJob,CreditScore
2178,5,0.270,20000,0,0,1,7.30,7,678
2179,5,0.270,16000,0,0,1,8.90,13,736
2180,5,0.315,9500,0,0,0,6.65,8,680
2181,6,0.590,7000,0,1,0,6.70,9,500
2182,6,0.310,15500,0,2,0,8.60,7,643
2183,4,0.320,19500,0,0,1,5.40,15,778
2184,3,0.225,20000,0,0,1,5.40,15,815
2185,6,0.310,15500,0,2,0,8.60,7,631
2186,5,0.620,17500,0,0,1,5.65,17,689
2187,4,0.785,5000,0,0,1,13.40,18,725
2188,6,0.320,15000,1,1,1,7.20,5,628
2189,6,0.105,14500,0,0,1,8.10,9,732
2190,6,0.105,14500,0,0,1,8.10,9,775
2191,5,0.320,10500,0,0,1,6.90,7,590
2192,6,0.260,10000,0,0,0,6.20,8,651
2193,6,0.105,15500,0,0,1,8.10,9,683
2194,5,0.280,17000,0,0,1,4.40,15,776
2195,6,0.310,25000,0,0,1,7.70,12,746
2196,6,0.280,4500,0,0,0,9.50,5,671
2197,6,0.260,12000,1,1,1,9.20,8,681
2198,5,0.360,25000,2,2,0,6.10,6,627
2199,6,0.760,6000,0,0,1,14.10,18,710
2200,6,0.410,10000,0,0,0,6.80,8,653
2201,6,0.280,17000,0,0,1,6.00,13,755
2202,6,0.230,18500,0,0,1,7.60,4,602
2203,6,0.340,14500,0,0,1,8.10,9,654
2204,6,0.220,16500,0,0,0,11.20,11,746
2205,5,0.380,13000,0,0,1,6.10,6,711
2206,5,0.320,13000,0,0,1,5.10,9,640
2207,5,0.330,15000,0,0,1,8.70,9,679
2208,5,0.370,15000,0,0,1,8.00,13,692
2209,5,0.295,13000,0,0,1,8.80,8,662
2210,5,0.275,12000,0,0,1,7.00,10,719
2211,5,0.405,10500,0,3,1,6.80,11,467
2212,6,0.340,18000,0,0,1,5.85,12,711
2213,6,0.280,28500,0,0,1,5.50,11,735
2214,6,0.380,15500,0,0,1,9.50,5,595
2215,5,0.300,16000,0,1,1,6.60,13,690
2216,4,0.540,4500,0,0,1,6.60,13,765
2217,7,0.360,17500,0,1,0,8.30,10,746
2218,6,0.330,23000,1,2,0,7.80,5,535
2219,6,0.230,20000,0,0,1,10.20,11,628
2220,7,0.230,19500,0,1,0,6.00,4,683
2221,7,0.380,17500,0,0,0,6.20,11,655
2222,6,0.430,17000,0,0,0,5.00,10,746
2223,6,0.410,12500,0,0,1,7.90,5,576
2224,5,0.600,17000,0,0,1,5.00,16,734
2225,5,0.200,20000,0,0,1,8.15,13,718
2226,6,0.420,21500,0,2,1,9.10,6,570
2227,5,0.200,19000,0,0,1,7.00,7,680
2228,7,0.220,13000,0,0,0,6.10,6,682
2229,6,0.380,21000,0,0,1,8.80,11,768
2230,5,0.540,5000,0,0,1,5.40,3,629
2231,5,0.235,13500,0,0,0,7.20,5,690
2232,5,0.320,7500,0,1,1,5.10,9,535
2233,4,0.470,8500,0,0,1,5.50,11,750
2234,6,0.410,11000,0,0,0,11.00,16,736
2235,6,0.220,20000,1,1,0,8.60,4,560
2236,6,0.340,15500,0,0,0,6.40,12,661
2237,5,0.210,16000,0,0,1,6.80,8,686
2238,6,0.210,15500,0,0,1,7.60,10,669
2239,6,0.320,19000,0,2,1,6.80,5,572
2240,5,0.290,15000,0,0,1,5.40,15,772
2241,6,0.210,20000,0,0,1,4.40,12,655
2242,6,0.160,16000,0,1,1,6.00,10,707
2243,7,0.440,13500,0,1,1,5.40,12,731
2244,8,0.270,21500,0,0,0,8.00,13,646
2245,6,0.220,19000,0,0,0,4.00,10,700
2246,6,0.495,13500,0,0,0,5.90,4,649
2247,8,0.190,20000,0,1,0,5.00,7,712
2248,6,0.260,24000,0,1,1,6.20,5,726
2249,8,0.340,22000,0,1,1,5.50,5,749
2250,6,0.180,16000,0,0,1,7.90,10,664
2251,7,0.270,15500,0,0,0,5.40,6,612
2252,6,0.180,17000,0,0,1,8.50,11,796
2253,6,0.240,17000,0,0,1,5.80,14,707
2254,6,0.300,15000,0,1,1,6.10,15,778
2255,7,0.640,23500,1,2,0,7.90,4,625
2256,7,0.470,14500,0,0,0,7.00,13,782
2257,7,0.130,20000,0,0,1,14.40,6,780
2258,7,0.130,18500,0,0,0,8.10,9,734
2259,9,0.210,24500,0,0,0,9.50,5,578
2260,6,0.230,19500,0,1,0,5.20,5,729
2261,6,0.290,26000,0,1,1,8.20,8,734
2262,7,0.280,12000,0,1,1,8.80,8,666
2263,6,0.250,12500,0,0,0,7.60,10,718
2264,6,0.240,37000,0,0,1,5.70,6,686
2265,6,0.220,16000,0,1,1,6.00,4,737
2266,6,0.270,21500,1,2,0,7.00,4,679
2267,9,0.280,24000,0,0,1,8.50,5,605
2268,6,0.350,14500,0,0,0,8.20,13,740
2269,5,0.280,14500,0,0,1,8.00,7,676
2270,6,0.250,38000,0,2,1,6.60,4,660
2271,6,0.230,17000,0,1,1,6.50,8,598
2272,7,0.230,16000,0,3,0,6.50,11,565
2273,6,0.200,17000,0,0,1,6.00,13,653
2274,6,0.160,28500,0,0,0,5.90,4,704
2275,7,0.360,8000,0,2,1,7.70,3,588
2276,7,0.360,12500,0,0,0,5.50,14,656
2277,6,0.220,12500,0,0,1,6.10,3,604
2278,6,0.250,24000,0,0,0,6.60,4,723
2279,7,0.270,15500,0,0,0,5.40,6,631
2280,7,0.300,17000,0,0,1,6.40,12,664
2281,6,0.540,10500,0,1,1,8.20,8,702
2282,5,0.260,13500,0,0,1,5.10,9,696
2283,7,0.240,24500,0,0,1,8.50,8,703
2284,6,0.130,28500,0,1,0,6.20,5,724
2285,8,0.210,25500,0,2,0,8.60,4,610
2286,7,0.290,29000,0,2,1,9.50,5,654
2287,6,0.250,15500,0,3,1,5.70,6,546
2288,7,0.310,35500,0,2,0,6.80,2,592
2289,6,0.270,27000,0,2,1,7.50,5,577
2290,6,0.240,26000,0,2,1,8.90,4,602
2291,6,0.290,24500,0,1,1,6.70,6,675
2292,7,0.670,7000,0,2,0,7.90,4,641
2293,4,0.190,11500,0,1,1,6.00,1,635
2294,6,0.200,13500,0,0,0,6.50,8,710
2295,7,0.190,12500,0,1,0,6.40,3,789
2296,6,0.230,19000,0,0,1,6.40,3,584
2297,7,0.310,26500,0,2,0,9.50,5,572
2298,6,0.260,24500,0,0,0,9.40,6,698
2299,6,0.270,17000,0,0,1,6.50,14,699
2300,5,0.140,14500,0,0,1,6.00,4,647
2301,7,0.240,16000,0,0,1,6.50,8,593
2302,6,0.190,20000,0,0,0,8.50,8,710
2303,7,0.280,18500,0,0,1,7.80,5,555
2304,7,0.230,18500,1,2,1,6.70,3,572
2305,6,0.260,18500,0,1,1,7.50,5,713
2306,7,0.280,18500,0,0,1,7.80,5,625
2307,7,0.220,16500,0,0,1,10.20,11,739
2308,7,0.280,15500,0,0,1,5.60,7,634
2309,6,0.130,22500,0,0,0,8.90,10,747
2310,6,0.250,16500,0,1,1,4.00,13,656
2311,8,0.260,24500,0,0,0,5.30,7,742
2312,6,0.260,24000,0,2,1,7.90,4,633
2313,6,0.170,14000,0,1,1,7.70,9,733
2314,6,0.300,23000,1,2,0,7.30,4,594
2315,7,0.190,21000,0,0,0,7.70,6,670
2316,6,0.360,16000,0,0,1,7.90,16,774
2317,6,0.325,25500,0,2,1,6.90,4,607
2318,7,0.270,14000,0,2,0,9.40,6,604
2319,7,0.420,24500,0,1,1,9.60,10,751
2320,6,0.330,14000,0,0,1,6.60,4,561
2321,6,0.170,14000,0,0,1,6.40,9,690
2322,8,0.200,20000,0,0,0,8.60,10,743
2323,5,0.190,24500,0,0,1,6.60,10,674
2324,6,0.330,17000,1,2,1,9.50,5,556
2325,6,0.260,14000,1,2,1,10.50,5,634
2326,6,0.300,24000,0,0,0,7.70,3,750
2327,6,0.220,19500,0,1,1,7.00,7,740
2328,7,0.230,15000,0,0,0,8.90,10,748
2329,6,0.310,4500,0,0,1,6.00,7,590
2330,7,0.390,14000,0,1,0,4.30,7,517
2331,6,0.440,22500,0,0,1,4.00,16,825
2332,8,0.400,21500,0,0,1,7.90,4,613
2333,6,0.330,11000,1,2,1,7.40,3,601
2334,7,0.300,19000,0,1,1,9.90,4,720
2335,6,0.210,16000,0,0,1,5.80,8,573
2336,6,0.280,8500,0,1,1,7.00,4,725
2337,8,0.250,15500,0,0,0,6.50,11,722
2338,6,0.280,23000,0,2,1,8.50,5,580
2339,7,0.705,6000,0,2,0,7.30,4,584
2340,6,0.210,20500,0,1,1,7.00,13,567
2341,7,0.390,13000,0,1,0,6.70,9,689
2342,6,0.270,11500,1,4,1,9.80,5,463
2343,7,0.260,19000,0,0,1,9.30,10,710
2344,6,0.240,14000,1,2,0,7.50,5,647
2345,7,0.280,18500,0,0,1,7.80,5,624
2346,7,0.470,33500,1,2,0,5.60,4,561
2347,8,0.440,24500,0,1,1,4.10,15,762
2348,7,0.290,20000,0,2,0,4.50,11,684
2349,7,0.240,20500,0,0,1,5.80,2,617
2350,6,0.260,8500,1,1,1,7.10,3,585
2351,7,0.300,14500,0,0,1,5.00,4,697
2352,6,0.150,20500,0,1,1,11.60,7,733
2353,7,0.210,35000,0,0,0,5.10,3,634
2354,6,0.230,19000,0,2,1,7.50,8,686
2355,6,0.320,14000,1,2,1,7.80,5,581
2356,6,0.300,24500,0,2,1,6.50,5,597
2357,5,0.260,10500,0,1,1,6.50,5,670
2358,7,0.390,17000,0,0,0,9.50,14,708
2359,7,0.420,15500,0,2,0,9.60,4,686
2360,6,0.290,10500,0,1,1,6.30,10,738
2361,7,0.280,9500,0,0,0,6.00,7,593
2362,6,0.210,10500,0,0,1,5.50,8,589
2363,5,0.320,13000,0,0,1,8.00,16,818
2364,9,0.290,23000,0,1,0,6.50,5,717
2365,6,0.460,9000,0,0,0,6.80,14,724
2366,7,0.270,19000,0,2,0,4.00,10,592
2367,6,0.410,15000,0,1,1,11.10,12,752
2368,5,0.330,12500,0,0,1,7.00,4,578
2369,7,0.340,11500,0,0,1,6.60,7,607
2370,7,0.400,13500,0,0,1,9.90,13,726
2371,5,0.610,8000,0,1,1,5.50,17,597
2372,5,0.580,6000,0,0,1,5.20,14,693
2373,6,0.340,16500,0,0,0,8.30,4,570
2374,7,0.290,33500,0,1,0,6.70,3,745
2375,8,0.210,16000,0,0,1,7.60,7,733
2376,9,0.200,17500,0,0,1,5.40,6,670
2377,6,0.250,21500,0,2,0,6.30,4,623
2378,6,0.705,14500,0,1,1,7.50,5,515
2379,6,0.300,28000,0,1,1,8.70,9,746
2380,6,0.240,18500,0,1,0,7.70,6,712
2381,6,0.240,22000,1,3,1,10.20,5,560
2382,6,0.400,29000,0,0,1,6.10,3,555
2383,6,0.340,11500,0,0,0,7.20,5,532
2384,7,0.140,18000,0,1,1,12.80,5,677
2385,5,0.210,13500,0,0,1,8.90,10,679
2386,8,0.300,22000,0,1,0,4.00,13,728
2387,7,0.190,12500,0,0,0,8.20,5,666
2388,6,0.290,23000,2,2,0,6.30,4,566
2389,6,0.360,19000,0,0,0,6.30,13,718
2390,7,0.260,17000,0,0,1,6.80,11,668
2391,7,0.160,12500,0,0,0,6.60,4,742
2392,7,0.330,20500,0,0,1,5.20,5,530
2393,7,0.240,20000,1,2,1,8.70,6,567
2394,6,0.300,13000,0,2,1,6.50,5,670
2395,7,0.250,15000,0,0,1,9.50,8,729
2396,6,0.250,28000,0,2,1,10.20,8,608
2397,6,0.390,12000,0,0,1,6.60,10,738
2398,6,0.210,14500,0,0,1,5.10,3,590
2399,6,0.260,26000,0,1,0,9.40,6,642
2400,6,0.120,13000,0,1,1,5.50,8,718
2401,6,0.200,13000,0,0,1,9.00,10,728
2402,6,0.220,19000,0,0,0,4.00,10,733
2403,6,0.190,17500,0,0,0,9.10,9,715
2404,6,0.200,26000,0,2,1,8.60,7,672
2405,6,0.250,16500,0,0,1,7.90,10,677
2406,7,0.120,18000,1,3,1,6.20,5,570
2407,6,0.320,9500,0,0,1,5.20,5,738
2408,7,0.290,19000,0,2,1,6.90,7,569
2409,6,0.500,10000,0,0,1,6.60,4,668
2410,6,0.230,12000,1,1,0,9.90,4,656
2411,6,0.250,26000,0,2,1,6.60,4,634
2412,6,0.355,18500,0,0,0,6.80,17,659
2413,6,0.280,21500,0,2,0,6.20,5,621
2414,6,0.270,12500,0,1,1,5.20,5,709
2415,7,0.180,15500,0,0,0,5.10,12,688
2416,6,0.220,13500,0,1,0,11.10,9,688
2417,6,0.290,29500,0,0,0,6.50,5,556
2418,6,0.310,14000,0,2,1,6.80,5,616
2419,7,0.180,18000,0,0,1,7.70,9,746
2420,6,0.240,16500,1,1,0,7.00,4,543
2421,6,0.310,23000,1,2,0,6.80,5,599
2422,7,0.460,9000,0,0,0,7.40,9,713
2423,6,0.180,24000,0,1,0,9.50,2,718
2424,6,0.150,16000,0,0,1,10.30,13,808
2425,6,0.270,15500,0,2,1,7.00,10,698
2426,6,0.220,17500,0,0,1,6.90,10,686
2427,7,0.250,18000,0,1,0,6.70,3,682
2428,7,0.210,11000,0,2,1,7.20,8,680
2429,6,0.390,15500,0,2,1,8.30,4,631
2430,7,0.250,18000,0,2,1,11.70,3,630
2431,7,0.230,18000,0,0,1,7.30,13,752
2432,7,0.340,15000,0,2,1,9.10,6,635
2433,7,0.170,18000,0,0,0,6.40,9,678
2434,6,0.220,15500,0,0,0,7.30,4,662
2435,7,0.200,15000,0,1,1,6.70,3,751
2436,9,0.280,25500,0,0,1,6.30,7,575
2437,7,0.300,21000,0,1,1,9.00,10,561
2438,7,0.320,16500,0,0,1,7.40,15,754
2439,6,0.410,15000,0,1,1,11.10,12,747
2440,6,0.520,10500,1,2,1,4.00,7,448
2441,7,0.180,19500,0,0,1,7.40,9,627
2442,6,0.340,14000,0,2,1,5.80,5,673
2443,6,0.160,17000,0,2,1,6.00,10,681
2444,6,0.150,23000,0,0,1,7.10,6,743
2445,6,0.350,26500,1,2,0,6.80,5,594
2446,5,0.220,14500,0,0,1,5.30,10,709
2447,6,0.300,38000,0,1,1,6.70,6,644
2448,7,0.180,16500,0,0,0,7.70,3,681
2449,6,0.190,16500,0,0,0,8.00,10,743
2450,6,0.450,3500,0,0,0,4.40,9,649
2451,5,0.340,15000,0,0,1,7.30,10,724
2452,5,0.320,19500,0,0,0,6.60,4,693
2453,6,0.280,17000,0,0,1,8.00,10,716
2454,6,0.350,14500,0,3,1,8.00,7,694
2455,6,0.200,15000,0,0,1,5.10,9,662
2456,6,0.360,13000,0,0,1,5.00,10,614
2457,6,0.510,13500,0,2,1,8.80,8,595
2458,8,0.150,24000,0,1,1,6.70,9,717
2459,5,0.210,12500,0,0,1,7.20,11,746
2460,7,0.160,15000,0,1,0,6.10,3,754
2461,6,0.250,29500,0,0,0,6.50,5,587
2462,7,0.170,12000,0,1,1,5.20,8,745
2463,6,0.300,23000,1,2,0,7.30,4,627
2464,7,0.140,18500,0,0,1,5.70,6,629
2465,7,0.380,22000,0,3,0,7.20,11,571
2466,6,0.370,18000,0,0,1,9.80,14,719
2467,6,0.400,24000,1,3,1,9.70,6,568
2468,8,0.340,14000,0,2,1,8.40,6,671
2469,5,0.220,11000,0,0,1,6.70,3,661
2470,7,0.400,20000,0,0,1,6.80,14,708
2471,5,0.180,15000,0,0,1,6.90,10,654
2472,7,0.320,14500,0,2,0,9.20,5,581
2473,7,0.280,27000,0,1,0,6.30,4,712
2474,6,0.220,18000,0,0,1,7.40,12,730
2475,6,0.360,15000,0,0,0,5.50,14,703
2476,7,0.310,15500,0,0,0,5.20,5,535
2477,7,0.200,51000,0,0,1,8.60,13,708
2478,6,0.130,14500,0,0,1,5.10,6,733
2479,5,0.375,21000,0,0,1,7.30,4,614
2480,7,0.290,17500,0,2,0,6.10,9,618
2481,6,0.370,11000,0,0,0,3.20,17,822
2482,6,0.180,14000,0,0,0,6.70,9,736
2483,6,0.250,18500,0,1,1,5.50,11,682
2484,6,0.190,14500,0,0,1,6.90,4,703
2485,6,0.390,18500,0,2,0,7.90,4,558
2486,7,0.300,25500,0,1,0,7.80,5,699
2487,5,0.260,16500,0,0,1,6.20,11,764
2488,6,0.280,14500,0,0,0,8.20,8,720
2489,5,0.260,13000,0,1,1,5.20,5,581
2490,7,0.170,16000,0,1,1,11.80,5,750
2491,7,0.340,14000,0,1,1,7.30,4,737
2492,6,0.150,25500,0,0,1,10.20,5,682
2493,6,0.280,14500,0,0,1,6.80,11,686
2494,6,0.340,14000,0,0,0,7.60,13,703
2495,8,0.310,15000,0,0,0,5.30,7,634
2496,6,0.220,14500,0,1,1,6.10,9,562
2497,7,0.230,15000,0,0,0,4.00,13,634
2498,7,0.250,22500,0,0,1,7.70,12,704
2499,6,0.260,18000,1,1,1,6.30,10,564
2500,6,0.280,18000,0,0,1,9.90,7,730
2501,7,0.340,12500,1,1,0,8.50,5,558
2502,7,0.260,20000,0,1,1,7.50,5,736
2503,6,0.160,9000,0,0,1,8.40,9,750
2504,8,0.330,18000,1,2,1,7.10,6,565
2505,6,0.300,22500,0,2,1,8.50,5,661
2506,6,0.220,24500,0,0,1,5.20,11,746
2507,6,0.390,17500,0,2,1,7.10,6,648
2508,5,0.320,6000,0,0,1,9.20,8,679
2509,5,0.390,13000,0,0,1,5.10,15,647
2510,6,0.300,13000,0,0,1,5.60,4,602
2511,6,0.330,15000,0,0,1,9.50,14,775
2512,6,0.300,16000,0,0,1,10.00,10,712
2513,7,0.160,20500,0,1,1,9.60,10,728
2514,6,0.250,13000,0,0,1,10.10,9,694
2515,6,0.530,7000,0,1,1,5.50,5,504
2516,6,0.210,19000,0,2,0,5.90,4,734
2517,6,0.410,13500,0,0,0,5.10,12,736
2518,6,0.170,25500,0,0,1,6.40,6,676
2519,6,0.300,15000,0,0,0,4.10,15,728
2520,8,0.200,25500,0,2,0,5.30,7,614
2521,7,0.260,22500,0,0,1,8.50,11,666
2522,6,0.320,12000,0,0,1,6.20,14,752
2523,7,0.270,21500,0,1,0,7.30,4,592
2524,7,0.320,18500,0,2,1,6.10,9,602
2525,6,0.280,17500,0,0,1,8.20,14,728
2526,5,0.340,7000,0,0,1,6.00,7,773
2527,6,0.180,16000,0,2,1,5.60,13,658
2528,6,0.200,25000,0,2,0,9.40,3,700
2529,8,0.180,15000,0,0,0,5.30,10,619
2530,8,0.230,16000,0,0,0,8.00,10,704
2531,6,0.180,13000,1,1,1,7.80,8,677
2532,6,0.230,23500,1,2,0,8.40,3,610
2533,8,0.340,17500,0,2,0,6.60,7,572
2534,7,0.240,15500,0,1,0,7.30,4,730
2535,7,0.210,21500,0,0,1,7.20,8,593
2536,6,0.300,16500,0,0,1,6.50,14,742
2537,7,0.240,18500,0,0,1,5.10,12,693
2538,5,0.280,16000,0,0,1,8.25,15,669
2539,7,0.270,17500,0,1,0,9.00,13,504
2540,6,0.260,15000,0,0,1,5.30,13,658
2541,7,0.240,18000,0,1,0,8.00,4,635
2542,6,0.270,21000,0,0,1,14.40,16,671
2543,5,0.280,19500,0,0,0,9.70,15,758
2544,6,0.220,25500,0,0,1,6.80,5,616
2545,6,0.230,18500,0,1,1,7.20,5,733
2546,6,0.320,13000,0,0,0,6.30,10,750
2547,7,0.390,19500,0,1,1,4.80,11,582
2548,7,0.250,24500,0,1,0,8.80,8,744
2549,7,0.250,19500,1,2,0,6.30,4,573
2550,6,0.240,20000,0,2,1,6.60,4,616
2551,6,0.250,18000,0,0,1,6.60,13,699
2552,6,0.300,11500,0,2,1,7.20,5,615
2553,5,0.330,12500,0,0,1,7.00,4,610
2554,6,0.160,16000,0,1,1,9.20,14,756
2555,6,0.670,24000,1,1,1,7.90,4,663
2556,7,0.430,14000,0,0,1,8.60,13,731
2557,6,0.310,10500,0,2,1,9.00,7,623
2558,5,0.140,13500,0,0,1,6.60,4,672
2559,8,0.140,13000,0,1,1,9.50,5,709
2560,6,0.450,4500,0,0,0,4.40,9,614
2561,6,0.360,26000,0,0,0,6.20,5,646
2562,6,0.360,27000,0,0,0,6.20,5,593
2563,8,0.230,20500,1,3,1,7.40,6,486
2564,6,0.460,12000,0,2,1,9.50,8,568
2565,7,0.360,18000,0,0,0,8.50,14,740
2566,8,0.340,13500,0,0,0,3.60,13,682
2567,6,0.520,13000,0,0,0,4.00,16,751
2568,6,0.230,16500,0,0,1,6.60,10,723
2569,7,0.290,23000,0,1,0,5.90,10,545
2570,6,0.230,14000,1,2,0,7.20,5,611
2571,6,0.300,18500,0,2,0,7.00,13,682
2572,7,0.280,14000,0,0,1,5.20,5,567
2573,5,0.280,15500,1,2,1,6.20,14,573
2574,6,0.300,14500,0,0,1,9.90,10,758
2575,6,0.290,20500,0,0,0,8.90,9,740
2576,6,0.260,13500,0,0,0,5.50,11,710
2577,6,0.140,9000,0,0,1,8.60,10,743
2578,6,0.300,16000,0,0,1,6.10,15,743
2579,6,0.260,14500,0,1,0,8.20,8,738
2580,7,0.190,15500,0,1,0,7.60,4,712
2581,7,0.330,25000,0,3,0,6.40,3,590
2582,9,0.310,25500,0,0,1,6.50,5,569
2583,6,0.240,17000,0,2,1,8.80,8,668
2584,6,0.250,12500,0,2,1,5.50,5,605
2585,6,0.240,19500,0,0,0,7.60,4,741
2586,7,0.270,21000,0,0,1,7.10,15,748
2587,6,0.390,17500,0,3,0,9.30,7,633
2588,5,0.200,11500,0,0,1,7.00,13,705
2589,6,0.110,17000,0,0,1,6.90,4,696
2590,7,0.540,11500,0,1,0,4.20,8,643
2591,6,0.140,15500,0,0,1,5.50,11,770
2592,7,0.290,20500,0,0,0,6.10,9,609
2593,8,0.350,28000,0,1,0,8.20,5,715
2594,7,0.500,6000,0,0,1,5.60,4,529
2595,7,0.260,16500,0,0,0,8.00,7,724
2596,8,0.290,16500,0,1,0,4.20,11,507
2597,7,0.240,14500,0,2,1,6.00,4,582
2598,6,0.210,15500,0,0,1,6.80,2,612
2599,6,0.260,16500,2,2,1,5.90,4,583
2600,5,0.120,15000,0,1,1,6.60,4,540
2601,6,0.430,9000,0,0,1,7.10,9,631
2602,7,0.180,15500,0,1,1,6.00,4,725
2603,7,0.380,14000,0,0,0,6.80,14,749
2604,7,0.260,21000,1,3,1,6.20,8,443
2605,7,0.330,14000,0,1,1,5.40,3,674
2606,6,0.300,17500,0,2,0,8.40,6,643
2607,7,0.280,16500,0,2,1,9.40,6,594
2608,6,0.400,9500,0,2,0,7.20,5,552
2609,7,0.180,15500,0,0,1,6.40,9,776
2610,6,0.210,14500,0,0,1,5.10,3,578
2611,7,0.190,24500,0,0,0,4.00,10,704
2612,6,0.260,18000,0,0,1,9.20,8,618
2613,6,0.400,8500,0,2,0,7.20,5,626
2614,8,0.210,19500,0,0,1,5.50,11,621
2615,6,0.170,15000,0,0,1,7.80,11,705
2616,6,0.180,39000,0,3,1,10.30,7,563
2617,6,0.500,9000,0,0,1,4.00,4,588
2618,6,0.310,15000,0,1,1,7.20,5,738
2619,8,0.500,25500,0,1,1,6.70,9,545
2620,5,0.290,19000,0,0,1,5.20,14,718
2621,6,0.330,10500,0,0,1,9.70,6,560
2622,6,0.130,14500,0,0,1,5.20,5,715
2623,8,0.330,22000,0,0,0,6.80,14,780
2624,7,0.370,20000,0,1,0,7.40,6,715
2625,6,0.200,15000,0,0,1,7.30,13,662
2626,5,0.220,16000,0,0,1,7.65,11,687
2627,7,0.240,13000,0,1,1,7.70,6,688
2628,7,0.190,24500,0,0,1,5.00,10,777
2629,7,0.310,13500,0,0,1,6.50,5,579
2630,5,0.240,7000,0,3,1,6.80,5,651
2631,6,0.270,12500,0,1,1,5.20,5,697
2632,5,0.280,11000,1,2,1,8.65,5,487
2633,6,0.160,10500,1,1,1,7.40,9,694
2634,9,0.240,25000,0,0,1,5.20,14,743
2635,6,0.350,4500,0,0,1,7.60,4,543
2636,6,0.350,19500,0,1,1,8.30,10,768
2637,7,0.150,14000,0,0,0,5.00,4,721
2638,7,0.240,15500,0,0,1,5.50,5,626
2639,6,0.230,12000,0,0,1,9.90,10,704
2640,7,0.300,18000,0,1,1,9.60,7,709
2641,7,0.230,20500,0,0,1,8.90,13,704
2642,6,0.130,22000,0,0,1,10.60,10,692
2643,6,0.230,17000,0,0,1,9.40,12,652
2644,6,0.300,23500,0,1,1,9.20,5,749
2645,6,0.190,17500,0,0,1,7.40,9,616
2646,6,0.350,10500,0,0,1,5.70,6,526
2647,6,0.430,15500,1,1,1,7.30,4,514
2648,7,0.250,15500,0,0,0,4.40,12,683
2649,8,0.270,17500,0,0,0,6.20,14,703
2650,7,0.270,13500,0,0,0,7.50,11,688
2651,8,0.360,22000,0,0,1,7.70,6,709
2652,7,0.160,18000,0,0,1,6.00,10,744
2653,7,0.190,16500,0,2,0,7.60,4,661
2654,5,0.335,18000,0,2,1,9.00,7,564
2655,9,0.590,22000,1,8,1,5.50,2,375
2656,6,0.260,14000,0,2,1,6.00,7,658
2657,7,0.240,18000,0,0,1,9.50,14,743
2658,7,0.345,13000,0,0,0,5.50,5,629
2659,6,0.220,13500,0,0,1,5.40,3,573
2660,7,0.320,30000,0,1,1,6.70,3,735
2661,6,0.360,9000,0,0,1,5.50,2,599
2662,5,0.200,16500,0,0,1,7.40,6,663
2663,7,0.220,15500,0,0,0,5.70,15,744
2664,7,0.280,19500,0,1,1,7.10,9,820
2665,7,0.230,35000,0,0,0,5.40,3,569
2666,6,0.280,13500,0,0,1,5.10,9,667
2667,7,0.150,14000,0,0,0,5.00,4,753
2668,8,0.240,12500,0,0,1,6.10,9,660
2669,7,0.190,26500,1,1,1,6.70,6,581
2670,6,0.260,12500,0,1,1,6.40,6,725
2671,5,0.200,14000,0,0,1,8.40,12,699
2672,6,0.180,24000,1,1,0,9.50,2,694
2673,6,0.180,38000,0,2,1,10.30,7,629
2674,6,0.220,9500,1,1,0,7.50,5,684
2675,7,0.180,18000,0,1,1,5.30,4,687
2676,6,0.240,16500,0,1,1,11.80,5,700
2677,6,0.320,8500,1,1,1,7.40,3,671
2678,7,0.280,16500,0,2,1,10.40,3,676
2679,7,0.310,17500,0,0,1,7.10,9,644
2680,6,0.320,24500,1,2,1,8.00,4,539
2681,5,0.220,10000,0,0,1,6.70,3,678
2682,7,0.170,21000,0,0,1,9.20,11,710
2683,7,0.180,20000,0,1,1,6.90,7,565
2684,7,0.340,14000,0,0,1,4.60,4,658
2685,6,0.160,14000,0,1,1,7.20,11,712
2686,7,0.350,24000,0,2,0,7.40,3,626
2687,7,0.230,13500,0,0,0,8.90,10,769
2688,6,0.190,14000,0,0,1,5.40,9,728
2689,7,0.310,14000,0,1,0,6.00,4,612
2690,6,0.320,6000,0,2,1,4.00,4,625
2691,6,0.210,15500,0,0,1,5.40,9,570
2692,7,0.310,11000,0,0,1,5.80,8,760
2693,6,0.150,16000,0,0,1,10.30,13,791
2694,6,0.250,20000,0,0,0,5.20,11,719
2695,7,0.230,22000,0,0,1,6.40,3,630
2696,8,0.370,33000,0,2,0,12.90,4,608
2697,6,0.190,15000,0,0,1,5.30,4,743
2698,6,0.350,23000,1,2,1,6.50,5,592
2699,7,0.280,12000,0,0,1,7.50,5,625
2700,9,0.230,29000,0,3,0,7.90,4,601
2701,6,0.360,17000,0,0,0,6.80,8,577
2702,6,0.190,18500,1,1,1,7.40,6,635
2703,6,0.270,9500,0,1,1,5.30,7,735
2704,6,0.240,14500,0,0,1,4.20,14,677
2705,6,0.260,14500,0,2,1,8.20,8,651
2706,8,0.230,24500,0,0,0,5.20,8,715
2707,6,0.280,13500,0,0,1,5.10,9,688
2708,6,0.210,11500,0,0,0,6.80,5,595
2709,6,0.220,25500,1,1,1,7.30,7,653
2710,6,0.270,24500,0,0,1,6.40,6,653
2711,7,0.640,26000,3,8,0,11.30,4,401
2712,7,0.320,17000,0,1,1,7.50,14,759
