Tract,Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
450,-122.25,37.77,52,2156,458,872,445,3.2685,254.2
451,-122.26,37.77,52,1565,315,637,297,4.7778,351.8
452,-122.26,37.77,52,1704,371,663,340,4.226,275
453,-122.26,37.77,52,2097,444,915,413,2.9899,228.1
454,-122.26,37.77,52,1848,479,921,477,2.875,234
455,-122.24,37.77,43,955,284,585,266,2.3882,162.5
456,-122.25,37.77,43,4329,1110,2086,1053,2.975,243.4
457,-122.23,37.76,52,3011,542,1303,535,5.1039,273.8
458,-122.23,37.76,52,1049,185,374,176,4.1458,248.5
459,-122.24,37.76,52,2504,516,979,472,3.4762,244
460,-122.24,37.76,52,1846,471,827,446,2.6833,240.9
461,-122.23,37.75,50,1542,289,654,268,3.9632,240
462,-122.24,37.75,45,891,155,384,146,4.9489,247.1
463,-122.24,37.76,52,2646,581,1128,522,3.0718,266.7
464,-122.24,37.76,49,2428,525,1110,492,3.6719,229.8
465,-122.24,37.76,52,2567,436,1119,415,4.6094,229.3
466,-122.24,37.73,21,7031,1249,2930,1235,4.5213,228.4
467,-122.24,37.72,5,18634,2885,7427,2718,7.611,350.7
468,-122.27,37.73,31,5785,1379,2973,1312,3.2689,231
469,-122.25,37.76,52,2876,648,1340,632,3.567,252.9
470,-122.27,37.74,28,6909,1554,2974,1484,3.6875,353.9
471,-122.27,37.77,23,5679,1270,2690,1151,4.7695,291.7
472,-122.28,37.75,20,1156,365,583,326,3.1972,100
473,-122.06,37.77,12,14316,2045,5781,2007,7.2634,341.6
474,-122.06,37.71,36,3541,570,1478,529,4.635,248.6
475,-122.07,37.71,40,1808,302,746,270,5.3015,254.9
476,-122.07,37.71,36,2879,480,1235,455,4.9801,241.5
477,-122.08,37.72,31,3866,531,1368,521,6.187,340.4
478,-122.08,37.72,32,2476,368,1048,367,5.6194,274.7
479,-122.09,37.71,35,2663,387,1086,367,5.1498,266.4
480,-122.1,37.72,30,2599,366,922,350,5.8382,330.2
481,-122.11,37.71,36,4569,824,1950,819,4.65,206.8
482,-122.1,37.7,25,2973,622,1413,595,4.3819,209.2
483,-122.1,37.69,30,3115,625,1444,568,3.7222,195.8
484,-122.09,37.71,31,1843,282,749,269,5.2855,253.5
485,-122.09,37.7,31,2053,336,867,329,4.3375,241.8
486,-122.1,37.71,27,6740,1073,2723,1035,5.2131,252.5
487,-122.09,37.7,30,1751,269,731,263,6.005,263.9
488,-122.08,37.71,38,3716,657,1784,652,4.8237,220.9
489,-122.08,37.7,32,2718,447,1156,410,5.2497,259.3
490,-122.06,37.7,33,3906,790,1912,770,3.5187,209.4
491,-122.07,37.7,32,3400,736,1487,694,3,223.2
492,-122.08,37.7,25,3402,758,1645,710,3.4934,209.9
493,-122.09,37.7,33,4413,1107,2239,1051,2.9861,208.2
494,-122.07,37.69,29,2304,618,1021,552,2.5362,203.8
495,-122.08,37.69,36,2350,499,1105,467,3.3021,195.7
496,-122.07,37.69,31,5914,1309,2999,1295,3.0964,190.5
497,-122.08,37.69,43,1575,324,740,284,2.8512,181
498,-122.08,37.69,42,1414,274,629,244,3.3478,184.9
499,-122.08,37.68,15,3051,685,1479,668,3.5295,242.2
500,-122.09,37.69,20,4296,817,1732,800,4.8036,188.3
501,-122.15,37.74,52,2898,557,1338,550,3.851,183.5
502,-122.14,37.74,52,1071,201,440,192,4.0662,204.2
503,-122.14,37.73,51,2619,403,922,393,4.6042,251.9
504,-122.15,37.74,49,1494,316,611,288,2.2,187.5
505,-122.16,37.73,52,2260,416,994,412,4.1164,198.2
506,-122.15,37.73,45,3758,819,1573,736,2.8355,245.4
507,-122.17,37.73,46,2163,470,925,435,3.25,177.5
508,-122.16,37.73,49,1699,408,768,385,2.8301,171.6
509,-122.18,37.72,45,1498,313,1003,305,3.8047,156.7
510,-122.18,37.71,45,726,147,519,135,3.375,157.5
511,-122.17,37.71,38,890,200,481,198,3.244,179.8
512,-122.18,37.7,36,2639,533,1209,519,4.0268,205.5
513,-122.18,37.7,35,2562,554,1398,525,3.3906,178.9
514,-122.19,37.71,36,361,69,158,58,5.5461,262.5
515,-122.17,37.72,5,1692,398,814,328,3.663,158.3
516,-122.16,37.72,38,1007,245,618,239,2.875,144.8
517,-122.17,37.72,43,3783,814,2139,789,4.0202,166.3
518,-122.16,37.72,10,2229,601,877,485,3.3431,137.5
519,-122.15,37.73,28,2215,587,830,573,2.1898,141.7
520,-122.15,37.72,29,4169,1047,2024,962,2.8125,157.4
521,-122.14,37.73,38,1723,394,711,353,3.0673,218.4
522,-122.14,37.73,43,2264,390,931,368,3.8125,235.1
523,-122.14,37.72,39,786,132,288,132,3.5156,218.9
524,-122.14,37.72,45,1397,253,555,248,2.983,202.7
525,-122.13,37.72,45,2315,451,1006,444,3.524,186.2
526,-122.13,37.71,44,1421,298,609,270,3.5781,180
527,-122.15,37.71,18,5778,1526,2441,1352,3.1682,202.7
528,-122.14,37.71,27,3094,866,1364,789,2.6101,181.7
529,-122.13,37.7,43,3046,557,1333,544,3.4583,183.7
530,-122.13,37.7,19,3516,710,1810,703,3.9032,218
531,-122.13,37.7,21,4124,1054,2162,998,2.6321,223.1
532,-122.13,37.69,17,2380,769,1216,643,3.395,271.3
533,-122.16,37.7,36,2239,391,1203,379,5.0043,190.4
534,-122.14,37.69,38,1571,317,874,301,4.4659,189.1
535,-122.15,37.69,36,1501,287,703,276,3.8864,197.3
536,-122.15,37.7,36,1468,252,733,229,3.4583,192.6
537,-122.17,37.7,24,1755,365,952,362,4,202.6
538,-122.17,37.69,24,2262,391,1125,366,4.7609,212.6
539,-122.18,37.68,5,2087,407,840,401,5.4858,187.8
540,-122.15,37.69,36,1545,273,863,267,4.0109,192.9
541,-122.15,37.68,30,2261,443,929,383,4.2841,213.4
542,-122.14,37.68,27,3337,613,1489,607,3.6364,219.2
543,-122.14,37.68,31,3184,716,1561,628,2.7955,183.1
544,-122.1,37.69,44,2341,500,1256,485,2.9507,157.1
545,-122.13,37.69,34,1131,278,560,237,2.875,161.7
546,-122.12,37.7,41,3495,787,1849,750,2.679,144.9
547,-122.12,37.7,17,2488,617,1287,538,2.9922,179.9
548,-122.12,37.7,19,2495,635,1571,579,2.5833,159.9
549,-122.11,37.7,23,1689,461,828,443,2.1552,161.4
550,-122.11,37.7,19,2693,789,1765,724,2.4206,137.5
551,-122.11,37.69,37,2444,651,1562,618,2.6464,155.2
552,-122.11,37.69,42,1472,310,768,309,3.4643,160.9
553,-122.12,37.69,10,2227,560,1140,472,2.3973,167.3
554,-121.97,37.64,32,1283,194,485,171,6.0574,431
555,-122.02,37.63,6,2445,590,1189,573,3.8958,301.1
556,-122.05,37.63,5,3785,936,2240,792,3.2829,162.5
557,-122.04,37.66,10,2031,357,867,352,5.3169,299.2
558,-122.04,37.65,10,8299,1326,3827,1288,6.2579,315.5
559,-122.06,37.68,30,5367,1207,2667,1047,3.1796,170.3
560,-122.08,37.68,26,1167,370,253,137,2.4196,275
561,-122.08,37.68,26,2607,682,1401,607,2.6563,184.1
562,-122.08,37.67,29,493,168,233,152,0.9637,160
563,-122.09,37.68,41,1382,353,704,314,3.5114,197.5
564,-122.09,37.68,43,1415,348,569,293,2.5156,190.9
565,-122.1,37.68,37,1352,342,691,324,3.4032,196.9
566,-122.1,37.68,37,2116,503,1109,448,2.535,174
567,-122.11,37.68,37,1976,481,1197,465,2.5772,170.2
568,-122.1,37.68,38,1779,413,1061,400,3.0962,180.9
569,-122.1,37.68,31,1892,428,1162,389,3.125,167.1
570,-122.12,37.68,35,1958,484,1146,448,2.95,148.9
571,-122.12,37.68,37,2412,394,975,375,4.0417,191.1
572,-122.11,37.67,36,2110,389,952,370,3.8,187.5
573,-122.12,37.68,45,2179,401,1159,399,3.4839,180.6
574,-122.13,37.68,45,2457,445,1129,422,4.0588,182.8
575,-122.13,37.68,43,1676,340,924,328,3.6,179.4
576,-122.14,37.67,34,3036,533,1366,500,4.2386,192.3
577,-122.15,37.67,35,2472,398,1171,390,5.5797,198.1
578,-122.14,37.67,36,1487,249,641,243,4.0682,196.2
579,-122.13,37.67,38,2012,347,880,332,3.1734,181.6
580,-122.14,37.67,37,3342,569,1635,557,4.7933,186.9
581,-122.13,37.67,40,1748,318,914,317,3.8676,184
582,-122.13,37.67,42,3592,703,1625,665,3.2434,179.9
583,-122.11,37.67,38,1035,247,599,224,3.0917,167.2
584,-122.11,37.67,32,3028,811,2037,703,3.0645,165.4
585,-122.09,37.67,33,2431,655,1854,603,2.7019,154
586,-122.09,37.67,39,2069,500,1408,478,3.1115,153.5
587,-122.09,37.66,40,1340,313,766,271,3.4722,135.4
588,-122.06,37.67,22,3882,816,1830,743,4.2733,180.7
589,-122.07,37.67,27,3239,671,1469,616,3.2465,230.6
590,-122.07,37.67,28,2932,739,1198,624,3.2417,210.8
591,-122.07,37.67,38,2104,409,1039,394,3.875,165.3
592,-122.04,37.67,29,1694,251,690,242,6.0501,254.2
593,-122.04,37.67,18,3000,419,1155,415,6.8233,332.6
594,-122.07,37.66,28,2280,610,1255,587,2.6719,161.2
595,-122.07,37.66,21,5031,1168,2461,1042,3.875,179.3
596,-122.08,37.66,33,1547,372,1063,356,2.5625,154.3
597,-122.07,37.65,31,3300,790,2181,740,3.016,161.8
598,-122.08,37.65,17,5018,1439,3069,1299,2.7694,161.9
599,-122.08,37.65,35,1813,393,1093,374,3.6818,165.4
600,-122.1,37.66,33,1954,464,1293,448,3.0489,152.6
601,-122.09,37.65,27,2630,722,1414,634,2.8203,195.2
602,-122.09,37.65,35,1130,192,543,184,4.3897,190.6
603,-122.09,37.65,35,1184,200,572,194,4.7143,193.8
604,-122.1,37.66,34,656,115,342,112,4.6875,200.6
605,-122.11,37.66,29,2544,643,2332,603,3.2091,150
606,-122.11,37.66,36,1755,316,913,299,4.1302,172.7
607,-122.11,37.66,35,2843,652,1726,643,3.09,174.1
608,-122.1,37.64,28,1784,311,735,278,4.6635,206.7
609,-122.1,37.65,31,1797,327,796,319,4.4427,204.5
610,-122.12,37.65,26,162,27,86,25,2.375,137.5
611,-122.1,37.63,18,9963,2031,5613,1946,3.8171,187.2
612,-122.11,37.65,18,4335,808,2041,734,3.4861,331.6
613,-122.11,37.64,8,3592,849,1907,746,3.6708,197.9
614,-122.12,37.64,40,432,102,264,77,3.8875,228.1
615,-122.1,37.63,29,2172,435,1377,408,3.7895,180.9
616,-122.09,37.64,36,1885,307,853,271,4.1141,173.1
617,-122.09,37.64,36,1180,212,664,200,5.2838,172.6
618,-122.08,37.64,30,5267,1253,4065,1113,3.3479,182.1
619,-122.08,37.64,23,1897,440,1109,418,3.142,179.5
620,-122.07,37.64,22,5861,1516,5436,1463,2.5158,134.9
621,-122.07,37.63,27,2784,723,2028,693,2.4808,157.6
622,-122.06,37.64,37,1468,304,1038,282,4.1652,158.2
623,-122.06,37.64,20,1655,450,857,430,3.5541,350
624,-122.06,37.64,33,1160,252,729,220,3.8259,146.1
625,-122.04,37.63,33,952,172,369,159,3.2331,226.7
626,-122.03,37.62,35,2072,352,1001,350,4.7109,198.7
627,-122.03,37.62,32,2964,547,1472,527,4.2468,221.2
628,-122.04,37.62,32,1540,324,793,302,3.2857,193.2
629,-122.03,37.62,35,1298,236,632,204,3.8929,209.5
630,-122.03,37.61,37,1383,259,808,241,4.0125,161.4
631,-122.04,37.61,36,1151,216,727,215,4.1719,187
632,-122.08,37.63,37,1793,364,1534,346,3.6458,156.6
633,-122.07,37.63,35,1931,376,1175,337,3.7292,168.1
634,-122.07,37.63,24,2329,465,1401,453,4.5913,177.6
635,-122.06,37.63,12,6711,1374,3388,1289,3.8625,208.9
636,-122.08,37.63,35,517,108,391,107,4.0682,156.9
637,-122.09,37.63,36,1570,274,992,249,5.3644,168.8
638,-122.08,37.61,26,2261,443,1039,395,3.7931,203.9
639,-121.99,37.61,9,3666,711,2341,703,4.6458,217
640,-122.02,37.6,36,1633,345,1382,338,3.694,159.6
641,-122.02,37.6,31,2155,522,1858,437,2.652,159.8
642,-122.03,37.61,33,1518,302,831,268,5.097,188.6
643,-122.04,37.6,17,3314,638,1873,602,4.3875,238.5
644,-122.08,37.61,6,2605,474,1568,433,5.0406,261.4
645,-122.06,37.6,17,5159,832,3174,817,5.8704,234.4
646,-122.08,37.59,16,1816,365,1367,355,4.235,156.3
647,-122.07,37.59,13,2578,551,1680,528,4.825,222
648,-122.08,37.58,15,2576,418,1657,410,5.5218,254.4
649,-122.08,37.58,16,3349,544,2003,488,6.0074,236.5
650,-122.07,37.59,15,3475,686,2568,653,4.6211,151.4
651,-122.04,37.59,14,1727,302,1116,273,5.3428,243.6
652,-122.02,37.59,18,1165,333,855,319,3.6923,213.2
653,-122.03,37.59,16,4371,889,2530,817,4.6786,256
654,-122.01,37.59,2,838,295,240,149,2.875,237.5
655,-122.02,37.58,15,3052,760,2097,728,3.3617,178.1
656,-122.09,37.6,36,385,94,295,92,2.9706,147.9
657,-122.08,37.6,10,3046,678,2056,628,3.9022,191.7
658,-121.96,37.58,15,3575,597,1777,559,5.7192,283.5
659,-121.98,37.58,20,4126,1031,2079,975,3.6832,216.9
660,-122,37.58,6,4405,717,2071,688,5.8151,295.6
661,-122.01,37.57,14,16199,2993,8117,2847,5.8322,281.8
662,-122.04,37.58,14,14917,2708,8012,2606,5.6277,269.8
663,-122.04,37.57,12,5719,1064,3436,1057,5.2879,231.2
664,-122.07,37.57,8,8647,1407,5019,1379,6.5615,318.3
665,-122.06,37.58,15,8112,1376,4576,1348,5.6758,253.4
666,-122.05,37.57,7,10648,1818,6075,1797,6.1047,278.2
667,-121.93,37.49,5,1150,311,648,245,3.5714,300
668,-122.07,37.52,3,14014,2861,7205,2753,6.0824,273.5
669,-122.02,37.56,23,4332,857,2461,829,4.3594,223.4
670,-122.03,37.56,31,4981,964,2841,924,4.8962,220.2
671,-122.03,37.56,24,8444,1492,4446,1491,4.6978,240.3
672,-122.01,37.56,6,3028,778,1531,736,4.4259,158
673,-122.01,37.55,26,2068,532,1434,495,3.3008,224.2
674,-122.02,37.55,33,1325,274,909,267,4.5687,177.2
675,-121.99,37.56,18,5505,1005,2641,971,5,269.7
676,-121.99,37.56,20,6462,1294,3288,1235,4.3393,231.2
677,-121.96,37.55,4,3746,993,1606,838,4.1387,162.5
678,-121.97,37.56,13,8918,1823,4518,1772,4.8052,254
679,-121.97,37.54,31,1949,344,986,322,4.6349,196.2
680,-121.97,37.55,17,4924,1247,3080,1182,3.168,189.4
681,-121.98,37.54,17,5133,1375,3386,1339,3.1326,220.8
682,-121.99,37.55,16,6647,2098,4649,1903,2.9074,213.8
683,-121.94,37.56,15,5674,748,2412,714,8.3996,442.9
684,-121.95,37.55,21,10687,1540,4552,1520,6.6478,333.4
685,-121.94,37.53,33,2095,342,941,304,5.761,259.6
686,-121.95,37.54,29,3517,645,1724,585,4.6641,248.9
687,-121.96,37.54,14,5106,1207,2738,1108,3.9909,236
688,-121.96,37.53,18,2375,652,1252,586,2.6198,235.9
689,-121.97,37.54,28,2312,496,1344,467,4.7135,203.2
690,-121.97,37.53,35,2277,420,1353,413,4.75,197
691,-121.98,37.53,28,2829,566,1610,540,4.6,223.2
692,-121.98,37.53,26,3179,703,2142,639,4.1947,222.7
693,-121.99,37.54,18,3584,715,1673,661,3.9444,240.1
694,-122.01,37.55,34,2791,495,1276,468,4.9167,256.3
695,-122,37.55,27,6103,1249,3026,1134,4.1591,332.4
696,-122.01,37.54,32,2572,406,1128,395,5,287.6
697,-122,37.54,26,1910,371,852,357,5.8325,298.9
698,-121.99,37.53,25,5405,939,2831,923,5.0423,222.2
699,-121.97,37.52,26,3761,623,1776,613,4.5317,232.6
700,-121.97,37.51,25,3333,511,1671,504,5.4359,258.3
701,-121.97,37.52,23,4925,948,2530,894,5.0824,230.9
702,-121.95,37.52,33,3994,764,2721,763,5.2308,196.9
703,-121.96,37.51,22,5811,1125,3215,1086,4.4107,223.5
704,-121.96,37.52,26,4211,741,2352,734,5.2396,223.9
705,-121.93,37.53,27,5532,973,2855,960,4.7478,243.5
706,-121.92,37.53,7,28258,3864,12203,3701,8.4045,451.1
707,-121.92,37.49,10,7441,1588,3571,1466,5.1643,193.1
708,-121.92,37.48,23,4314,676,1972,623,5.3813,264.4
709,-122.03,37.55,26,3087,532,1597,483,4.9118,217.3
710,-122.04,37.55,23,3170,532,1446,515,4.4357,291.7
711,-122.05,37.54,25,4209,731,2568,703,5.2882,223.1
712,-122.05,37.55,23,4247,835,2357,823,5.1321,211.3
713,-122.04,37.53,25,4458,922,2998,890,3.9667,218.5
714,-122.06,37.54,20,6483,1068,3526,1060,5.0838,248.2
715,-122.03,37.54,35,1867,343,1213,338,4.8214,186
716,-122.03,37.54,6,2918,672,1911,639,4.1406,178.2
717,-122.04,37.53,34,2316,478,1524,467,3.7364,190.4
718,-122.02,37.54,31,1240,264,719,236,3.535,210.3
719,-122.03,37.53,18,1746,437,1268,404,3.256,183.3
720,-122.01,37.53,19,4572,712,2346,709,6.0667,245.7
721,-122,37.51,7,6352,1390,3223,1316,4.9867,181.7
722,-121.92,37.72,4,7477,1576,2937,1506,5.1437,299.4
723,-121.92,37.72,22,4638,716,2302,687,5.347,219.5
724,-121.93,37.72,26,2806,459,1453,444,4.9107,213.8
725,-121.93,37.71,26,4822,845,2288,805,4.2281,206
726,-121.94,37.71,15,6473,1027,2484,970,5.0143,271.1
727,-121.92,37.64,46,1280,209,512,208,5.1406,315.6
728,-121.93,37.66,24,3166,424,1081,400,8.3337,500.001
729,-121.9,37.66,18,7397,1137,3126,1115,6.4994,323
730,-121.92,37.68,23,1655,223,706,219,7.2211,291.9
731,-121.93,37.7,3,2456,582,793,456,4.4087,225.6
732,-121.91,37.69,23,2179,308,926,299,5.9345,259.6
733,-121.91,37.68,18,3631,547,1700,520,5.817,257.3
734,-121.89,37.68,12,7490,1207,3329,1136,6.3373,339.7
735,-121.88,37.67,16,4070,624,1543,577,6.5214,311.5
736,-121.9,37.67,7,9540,1294,3926,1229,7.4353,389.8
737,-121.88,37.66,29,2702,680,1360,642,3.1127,233
738,-121.87,37.66,39,522,116,161,102,2.4896,238.5
739,-121.87,37.66,52,775,134,315,123,5.0677,233.3
740,-121.89,37.66,3,1565,464,769,461,2.1187,231.3
741,-121.88,37.64,20,1309,184,514,172,10.9506,475.8
742,-121.87,37.57,13,5519,833,2444,825,7.0691,393.2
743,-121.87,37.67,10,4337,800,1813,743,5.5,247.2
744,-121.87,37.67,28,1812,294,853,278,4.9879,229.4
745,-121.85,37.66,14,4236,701,1833,663,5.6399,300.6
746,-121.86,37.66,22,3634,664,1699,640,4.1597,293.2
747,-121.87,37.66,27,1569,242,583,214,5.7519,278.5
748,-121.84,37.66,13,13182,2074,4847,1950,5.6417,352.9
749,-121.82,37.73,47,127,23,51,21,4.3472,375
750,-121.89,37.69,4,6159,1510,2649,1241,3.62,139.3
751,-121.62,37.61,26,1786,306,771,279,5.7239,430.6
752,-121.61,37.77,32,404,74,144,58,4.2083,125
753,-121.72,37.7,17,1671,352,729,252,6.1023,450
754,-121.75,37.71,11,12070,2220,5826,2125,4.8624,192.4
755,-121.8,37.7,22,5533,943,2474,910,4.7361,216.8
756,-121.82,37.69,12,1906,351,802,319,4.9375,227.7
757,-121.76,37.69,29,3433,711,1919,709,3.3841,184.4
758,-121.77,37.68,36,1687,372,950,372,3.5532,158.4
759,-121.78,37.69,34,2358,498,1157,461,3.3618,174.6
760,-121.78,37.69,35,2853,588,1761,572,4.3533,168.4
761,-121.79,37.69,25,6296,1082,3200,1047,4.5357,188.4
762,-121.76,37.7,9,3980,736,1705,679,5.7068,256.7
763,-121.75,37.69,26,2647,536,1422,522,3.7212,183.8
764,-121.75,37.68,35,1755,299,702,263,5.2443,183.4
765,-121.76,37.68,35,1864,357,1189,349,4.2361,177.5
766,-121.76,37.68,32,1078,207,555,197,3.1856,186.9
767,-121.73,37.68,17,20354,3493,8768,3293,5.4496,238.9
768,-121.78,37.68,17,3112,872,1392,680,3.0222,172.5
769,-121.77,37.68,44,495,112,277,109,2.6667,179.2
770,-121.77,37.68,41,1501,299,629,288,4.6806,209.4
771,-121.76,37.67,6,3023,518,1225,468,6.3705,350
772,-121.78,37.67,26,2211,344,1024,321,5.2649,199.8
773,-121.78,37.67,28,1773,278,804,269,4.8571,201.1
774,-121.78,37.66,25,1947,418,900,354,3.8523,193
775,-119.78,38.69,17,1364,282,338,152,2.45,117.6
776,-119.93,38.72,15,2061,465,573,196,2.2417,97.9
777,-120,38.52,16,3045,543,202,102,3.15,140.6
778,-120.56,38.48,14,3545,702,946,411,3.4609,120.9
779,-120.59,38.45,13,2944,558,1091,466,3,119
780,-120.55,38.46,16,1443,249,435,181,3.2031,129.2
781,-120.55,38.45,17,2277,474,767,356,2.5208,99.1
782,-120.55,38.43,18,1564,357,618,277,2.3549,108.9
783,-120.25,38.55,15,4403,891,1103,433,3.0125,111.7
784,-120.79,38.54,34,1133,254,495,187,2.05,68.9
785,-120.8,38.51,23,1001,195,369,157,3.125,96.4
786,-120.65,38.5,10,1783,337,638,262,2.65,116.7
787,-120.76,38.47,17,1521,309,607,240,3.5,123.8
788,-120.88,38.45,25,1374,297,657,288,2.5476,97.9
789,-120.79,38.43,40,1391,246,546,214,3.9107,129.8
790,-120.69,38.44,13,1473,265,597,228,4.2917,121.3
791,-120.93,38.5,15,1248,234,529,216,3.3393,107.2
792,-120.87,38.37,28,3998,765,1614,698,2.8125,113.4
793,-120.98,38.34,27,3471,653,1793,600,3.5508,99.1
794,-120.88,38.32,18,2791,492,1187,438,3.2589,103
795,-120.93,38.26,13,2084,449,834,305,3.2937,114.2
796,-120.72,38.42,17,5654,1085,2237,953,3.0465,144.1
797,-120.77,38.38,15,4221,816,1737,743,2.3125,128.6
798,-120.72,38.38,9,1787,347,806,306,2.525,157.2
799,-120.66,38.4,18,2144,420,985,381,3.175,118.5
800,-120.65,38.42,23,1538,305,730,267,2.6078,116.7
801,-120.62,38.39,15,3750,691,1444,603,2.7399,134.8
802,-120.69,38.36,19,3267,614,1252,566,2.7236,109.9
803,-120.71,38.34,16,1257,231,559,213,4.4531,144.3
804,-120.8,38.31,37,1341,256,533,242,3.2135,123.6
805,-121.83,39.76,12,9831,1921,4644,1775,3.1142,112.6
806,-121.86,39.78,12,7653,1578,3628,1494,3.0905,117.8
807,-121.84,39.76,14,2351,620,1215,548,2.3155,102.3
808,-121.86,39.76,19,7254,1785,4030,1667,2.0094,87.3
809,-121.88,39.74,12,14631,3298,7517,3262,1.6785,153.1
810,-121.86,39.75,18,1651,309,856,293,3.5046,118.3
811,-121.87,39.74,7,1737,290,747,265,3.9,147
812,-121.85,39.74,39,1139,265,623,264,2.2833,85.8
813,-121.85,39.74,41,2901,689,1426,632,1.5633,84.5
814,-121.85,39.73,17,3425,827,2469,758,0.9393,88.9
815,-121.86,39.74,13,3494,843,1571,784,1.1019,120.2
816,-121.84,39.75,29,4362,1053,2053,1000,1.7284,74.5
817,-121.84,39.74,43,2976,599,1181,560,2.2621,85.1
818,-121.83,39.74,34,3263,604,1290,594,2.575,130.3
819,-121.8,39.75,28,2551,378,1011,374,4.3309,125.2
820,-121.82,39.75,29,7744,1375,3316,1365,3.0253,111.4
821,-121.8,39.75,11,7212,1355,3264,1264,3.1125,122.6
822,-121.79,39.73,8,5690,1189,2887,1077,3.0625,116.3
823,-121.82,39.73,44,2923,659,1371,626,2.2925,85.8
824,-121.84,39.73,52,502,100,311,100,1.5481,200
825,-121.84,39.73,52,857,232,520,198,0.987,112.5
826,-121.84,39.72,52,1457,389,802,342,0.9566,69
827,-121.84,39.73,52,957,263,513,223,1.3672,55
828,-121.83,39.73,52,1741,401,753,377,2.0064,77.9
829,-121.85,39.72,18,7272,1559,5022,1524,1.6911,98.8
830,-121.83,39.72,52,1890,420,974,383,1.6827,78.7
831,-121.81,39.7,21,5051,1054,2948,980,1.5863,81.3
832,-121.82,39.73,33,2242,517,1160,449,1.7426,60.3
833,-121.82,39.72,42,2978,694,1879,679,1.5064,66.3
834,-121.87,39.82,11,5103,825,2456,810,4.5032,159.7
835,-121.89,39.71,26,2741,451,1217,437,3.7007,139.2
836,-121.97,39.79,16,1453,299,904,286,3.5735,89.6
837,-121.84,39.68,38,549,105,275,94,3.5375,153.1
838,-121.8,39.64,25,2202,422,1109,403,2.8306,87.5
839,-121.77,39.66,20,3759,609,1705,600,4.712,158.6
840,-121.74,39.59,24,1535,279,726,272,2.3833,95.1
841,-121.9,39.59,20,1465,278,745,250,3.0625,93.8
842,-121.75,39.88,16,2867,559,1203,449,2.7143,95.3
843,-121.68,39.82,15,3996,748,1786,728,3.5189,141.3
844,-121.54,40.06,17,858,262,47,27,2.4028,67.5
845,-121.51,39.97,22,1468,285,611,235,2.3036,73
846,-121.59,39.86,14,1527,269,665,261,2.8657,119.6
847,-121.58,39.83,16,4591,904,1904,812,2.2419,93.2
848,-121.62,39.79,11,3835,727,1456,658,2.5374,97.2
849,-121.59,39.82,12,1958,369,875,354,2.3507,97.6
850,-121.6,39.83,12,3744,699,1532,660,2.3079,95.3
851,-121.63,39.82,11,3974,727,1610,634,2.6147,107.7
852,-121.6,39.79,18,2672,533,1151,532,2.567,102.9
853,-121.59,39.79,20,743,171,395,168,1.625,88.3
854,-121.59,39.78,16,2754,570,1063,543,1.4048,86.5
855,-121.6,39.77,26,1503,343,699,296,1.875,84
856,-121.61,39.77,25,1612,313,837,303,2.963,89.5
857,-121.63,39.78,28,1677,327,770,309,2.6823,93.4
858,-121.57,39.78,18,2221,459,952,440,2.0458,105.7
859,-121.59,39.77,24,1535,276,664,273,2.3068,97.3
860,-121.58,39.79,19,2636,523,1184,465,2.7863,108.6
861,-121.57,39.76,20,1384,257,557,232,2.0882,104.9
862,-121.58,39.76,19,2487,485,1110,453,3.1061,110.2
863,-121.58,39.76,18,1676,332,733,318,1.7875,103.8
864,-121.6,39.77,23,2263,497,1138,455,2.3403,87.3
865,-121.6,39.76,22,2447,556,1157,556,1.8245,85.5
866,-121.61,39.76,31,2431,512,1026,427,2.5428,85
867,-121.62,39.77,23,1759,366,788,359,1.8125,93.5
868,-121.65,39.76,31,1599,318,794,303,3,96.7
869,-121.62,39.76,14,2063,559,934,529,1.7788,85.8
870,-121.62,39.75,20,1173,261,523,258,1.0625,92.8
871,-121.63,39.75,37,1296,296,569,257,1.8616,70.5
872,-121.71,39.71,17,2748,556,1174,514,3.066,102.6
873,-121.66,39.66,17,3502,655,1763,613,2.9625,101.2
874,-121.56,39.69,8,2836,522,1163,512,3.13,168.3
875,-121.57,39.74,17,1619,292,705,285,2.4623,126.1
876,-121.6,39.75,19,2888,591,984,499,1.9766,92.6
877,-121.6,39.68,15,1677,345,844,330,2.3958,111.2
878,-121.5,39.83,15,1896,408,893,334,1.6948,87.5
879,-121.41,39.72,17,1583,331,730,306,2.3895,87.5
880,-121.39,39.61,22,2828,610,986,391,2.8871,94.7
881,-121.24,39.65,35,632,148,221,102,2.3684,62.5
882,-121.19,39.55,17,1483,284,481,211,1.4896,83.3
883,-121.36,39.52,15,2490,527,1229,497,2.3917,85.7
884,-121.56,39.52,9,818,197,358,197,1.7708,79.5
885,-121.56,39.52,26,1957,429,945,397,1.7308,53.6
886,-121.56,39.53,12,1733,421,1861,415,1.5771,65.2
887,-121.46,39.54,14,5549,1000,1822,919,2.9562,142.3
888,-121.44,39.5,26,1652,325,790,292,3.0446,90.8
