Observation,Vote,Age,HomeOwner,Gender,Married,HouseholdSize,Income,Education,Religious
647,undecided,56,1,female,1,2,70,15,1
648,decided,40,1,male,1,4,108,12,0
649,undecided,52,1,female,0,1,19,20,0
650,undecided,52,1,female,0,1,103,18,0
651,undecided,45,1,female,1,3,120,18,0
652,undecided,52,1,female,1,5,108,15,1
653,decided,39,1,female,1,3,188,15,1
654,decided,44,1,other,1,3,104,20,1
655,undecided,50,1,female,1,3,180,20,0
656,decided,53,1,female,1,4,157,18,1
657,decided,33,1,other,1,5,211,12,0
658,decided,43,1,female,1,2,240,18,1
659,decided,41,1,female,1,2,36,8,0
660,decided,63,1,male,0,2,56.5,20,0
661,undecided,76,1,female,1,3,166,20,0
662,decided,42,1,female,1,7,133,12,1
663,decided,33,1,male,1,5,263,15,0
664,decided,47,1,male,1,3,43,20,0
665,undecided,42,1,male,1,2,77,15,1
666,decided,32,1,female,1,2,189,15,0
667,undecided,35,1,female,1,3,153,15,0
668,decided,58,1,female,1,2,74,8,0
669,decided,46,1,female,0,4,120,18,1
670,undecided,46,1,other,1,3,134,15,0
671,decided,55,1,female,1,5,80,20,1
672,undecided,59,1,female,1,3,75,20,0
673,undecided,37,1,female,1,2,187,18,0
674,undecided,41,0,female,1,2,108,18,0
675,undecided,46,1,female,1,3,89,15,1
676,decided,56,1,female,0,2,45,18,1
677,undecided,37,1,female,0,1,151,18,0
678,decided,56,1,male,1,2,74,18,0
679,undecided,50,1,female,1,2,89,20,0
680,decided,56,1,male,1,6,48,20,0
681,undecided,58,0,female,1,4,60,20,0
682,decided,47,0,female,1,2,19,18,1
683,undecided,37,1,female,1,3,141,18,0
684,decided,42,0,female,1,2,97,8,0
685,undecided,31,1,female,0,4,88.5,15,1
686,undecided,57,1,female,1,3,146,16,0
687,undecided,49,1,female,1,6,161,18,0
688,undecided,33,1,female,1,4,149,15,1
689,decided,47,1,female,1,4,21,9,0
690,undecided,50,1,female,1,2,73,15,0
691,undecided,35,1,male,1,3,84,15,1
692,undecided,66,1,other,1,5,93,20,0
693,undecided,66,1,female,1,5,145,16,1
694,decided,77,1,male,1,3,36,8,1
695,undecided,62,1,female,0,2,23,20,0
696,undecided,57,1,female,0,4,44,20,0
697,undecided,50,0,other,1,7,157,15,1
698,undecided,42,1,male,1,5,101,13,0
699,decided,40,1,female,1,2,84,8,1
700,undecided,53,1,female,0,1,6,18,0
701,decided,33,1,female,1,3,73,18,1
702,decided,60,1,female,1,3,36,20,1
703,undecided,55,1,female,1,7,88,15,1
704,undecided,55,0,other,1,2,143,20,0
705,decided,46,1,female,1,3,261,9,1
706,undecided,49,1,female,1,4,171,20,0
707,undecided,50,1,male,1,4,114,15,0
708,undecided,42,1,female,1,4,167,15,0
709,decided,37,1,female,1,4,109,18,1
710,undecided,51,1,female,1,5,30,15,0
711,undecided,28,1,female,1,4,129,15,0
712,decided,59,0,female,1,2,17.5,8,1
713,decided,54,1,female,1,6,283,20,1
714,undecided,34,1,male,1,3,118,15,0
715,decided,45,1,female,1,6,150,18,1
716,decided,49,1,female,1,5,225,15,1
717,decided,32,1,female,1,2,69,18,1
718,undecided,57,1,female,1,7,92,16,1
719,decided,48,1,female,0,1,46,18,1
720,decided,35,1,male,1,3,50,18,0
721,decided,48,1,female,0,2,64,12,1
722,undecided,45,1,other,1,7,92,20,0
723,undecided,36,1,female,1,2,152,15,0
724,undecided,34,1,male,1,4,138,15,0
725,decided,40,1,other,1,6,141,12,0
726,decided,56,1,female,1,4,79,20,1
727,decided,52,1,female,0,2,35,18,1
728,decided,48,1,female,1,3,22,8,0
729,decided,57,1,male,0,1,69,20,0
730,decided,74,1,female,1,5,96,20,1
731,undecided,44,1,male,1,4,131,15,0
732,undecided,35,1,female,0,1,139,18,0
733,undecided,67,1,female,1,2,178,20,0
734,decided,38,1,female,1,4,135,12,0
735,undecided,32,1,female,1,3,105,18,0
736,undecided,38,1,female,0,1,108,18,0
737,decided,47,1,male,1,3,170,9,0
738,undecided,40,1,female,1,4,142,18,0
739,undecided,56,1,female,1,5,39,16,1
740,decided,51,1,female,1,4,66,18,1
741,decided,51,1,male,1,4,161,18,0
742,decided,79,1,female,0,1,73,20,1
743,decided,61,1,female,1,3,67,10,1
744,decided,64,1,female,1,3,31,20,1
745,decided,70,1,female,1,4,57,20,1
746,undecided,67,1,female,0,2,44,20,0
747,undecided,71,1,female,1,5,64,16,0
748,decided,39,1,male,0,3,47,18,1
749,decided,79,1,male,1,3,60,20,1
750,undecided,41,1,female,1,4,76,15,1
751,decided,39,0,female,1,3,35,8,1
752,decided,38,1,male,1,6,172,12,0
753,undecided,44,1,female,1,6,51,13,0
754,undecided,45,0,other,1,5,120,12,0
755,decided,49,1,female,1,3,146,9,0
756,undecided,56,1,female,1,2,111,20,0
757,undecided,61,1,female,1,3,66,20,0
758,undecided,43,1,male,1,6,62,16,1
759,decided,30,1,female,1,6,323,15,1
760,decided,66,1,female,1,2,100,8,1
761,decided,53,1,female,1,4,54,12,1
762,decided,45,1,female,1,3,27,18,1
763,decided,46,1,male,1,2,159,18,0
764,decided,64,1,female,0,4,133,20,1
765,decided,67,1,male,1,4,89,20,1
766,undecided,56,0,female,1,4,81,20,0
767,decided,45,1,female,1,3,43.5,8,0
768,undecided,34,1,female,1,6,154,15,1
769,undecided,48,1,male,1,4,64,16,0
770,undecided,64,1,female,1,5,77,20,0
771,decided,55,1,female,1,2,246,20,1
772,undecided,54,1,female,1,6,84,16,1
773,undecided,51,1,female,0,1,71,20,0
774,decided,40,1,female,1,6,205,15,0
775,undecided,76,1,female,0,4,14,20,0
776,decided,44,1,female,0,1,170,9,0
777,undecided,36,1,male,1,2,104,15,0
778,undecided,43,1,female,0,1,55,18,0
779,decided,52,1,female,0,1,98,20,1
780,undecided,43,1,male,1,5,51,15,0
781,undecided,55,1,female,0,1,84,20,0
782,decided,60,1,male,1,2,92.5,8,0
783,decided,42,0,female,1,3,130,12,1
784,undecided,52,1,female,1,2,113,15,1
785,undecided,50,1,female,1,5,39,20,0
786,undecided,37,1,female,1,4,99,15,0
787,decided,46,1,other,1,6,175,15,0
788,decided,39,0,female,1,4,47,18,1
789,undecided,56,1,female,0,1,58,13,1
790,undecided,43,1,female,0,1,85,18,0
791,decided,55,1,female,1,7,304,13,1
792,decided,48,1,female,0,2,50,8,0
793,decided,55,1,male,1,2,33,10,0
794,decided,75,0,female,1,2,179,20,1
795,decided,39,0,male,1,3,382,18,1
796,undecided,44,1,female,1,3,125,18,0
797,undecided,48,1,male,1,7,116,15,1
798,undecided,41,1,female,0,3,20,18,0
799,undecided,51,1,male,1,3,95,16,1
800,decided,60,1,female,0,1,151,20,1
801,decided,42,1,female,0,1,164,18,1
802,undecided,57,1,female,0,1,145.5,13,0
803,undecided,41,1,female,1,6,191,20,0
804,decided,56,1,male,1,3,21,20,1
805,decided,43,1,female,1,5,40.5,8,1
806,undecided,44,1,male,1,6,69,15,0
807,decided,36,1,female,1,3,21,8,1
808,undecided,47,1,female,1,5,58,18,0
809,undecided,38,1,female,1,5,65.5,18,0
810,undecided,38,1,female,1,6,156,15,0
811,undecided,70,1,female,1,2,58,16,1
812,decided,46,1,female,1,3,57,12,1
813,undecided,61,1,male,1,4,70,16,1
814,decided,41,1,male,1,2,221,15,0
815,undecided,44,1,female,1,5,104,20,0
816,undecided,42,1,other,1,6,14,20,0
817,decided,49,1,female,1,5,461,15,0
818,decided,42,1,male,1,7,466,20,1
819,decided,35,1,other,1,5,75,18,1
820,decided,48,0,female,0,2,66,8,0
821,decided,37,1,female,1,3,253,18,0
822,decided,50,1,female,1,6,256,8,0
823,decided,51,0,male,1,5,205,20,0
824,decided,38,1,female,1,3,105,18,1
825,undecided,35,1,female,1,4,87,15,1
826,undecided,49,1,female,1,4,170,15,1
827,decided,51,1,female,1,4,265,13,0
828,decided,34,1,male,1,3,211,15,1
829,decided,44,0,female,1,4,95,18,1
830,decided,59,1,female,1,2,86,8,1
831,decided,68,1,male,1,3,109,20,0
832,decided,50,1,female,1,4,140,9,1
833,undecided,56,1,female,1,5,130,15,0
834,undecided,45,1,female,0,2,101,20,0
835,decided,50,1,female,1,2,238,8,1
836,undecided,64,1,female,1,3,80,20,0
837,decided,53,0,female,1,4,47,8,0
838,decided,39,1,male,0,1,62,18,1
839,decided,53,1,female,0,1,40,10,1
840,decided,44,1,female,1,5,216,15,0
841,undecided,45,1,female,0,2,34,16,1
842,decided,47,1,other,1,5,125,12,1
843,undecided,41,1,female,0,2,26,18,0
844,decided,60,0,female,1,7,64,20,1
845,decided,33,1,male,0,3,221,15,1
846,undecided,46,1,female,1,5,83,15,0
847,decided,47,1,female,1,6,195,12,1
848,undecided,59,1,female,1,3,38,16,0
849,undecided,58,1,female,1,4,107,20,0
850,undecided,46,1,female,1,2,161,18,0
851,undecided,70,1,female,1,3,18,20,0
852,decided,53,1,female,1,4,227,15,0
853,decided,39,0,male,1,5,159,12,0
854,decided,55,1,female,1,4,112.5,8,1
855,decided,50,1,female,1,2,104,8,1
856,decided,57,1,female,1,3,38.5,20,1
857,decided,34,1,female,1,3,152,12,1
858,undecided,55,0,female,0,4,160,15,0
859,undecided,41,1,male,0,1,76,15,1
860,decided,62,0,female,1,3,87,20,1
861,undecided,55,1,female,1,3,92,20,0
862,undecided,47,1,female,1,2,75,18,1
863,decided,48,0,female,1,5,47,12,0
864,decided,50,1,female,1,4,195,18,1
865,undecided,34,1,female,1,5,115,15,0
866,undecided,51,1,female,1,2,54,16,1
867,decided,38,1,female,0,4,13.5,9,0
868,undecided,36,1,female,1,2,69,15,0
869,decided,53,0,female,0,2,85,8,0
870,decided,49,1,female,0,1,160,20,1
871,decided,51,0,male,1,2,168,18,1
872,undecided,38,1,female,1,4,156,15,1
873,undecided,52,1,male,1,4,116,15,1
874,decided,38,1,male,1,7,210,18,0
875,decided,46,1,female,1,4,240,12,0
876,decided,42,0,female,1,2,70,8,1
877,undecided,48,0,female,1,2,86,20,0
878,decided,65,1,female,1,4,116,20,1
879,decided,48,1,female,1,3,65.5,8,1
880,decided,65,1,male,1,2,43,10,0
881,undecided,55,0,female,1,3,234,20,0
882,undecided,42,1,female,0,3,28,15,1
883,undecided,58,1,female,1,2,55,18,0
884,undecided,77,1,female,1,4,63,13,1
885,undecided,51,1,female,1,4,119,15,1
886,undecided,46,1,female,1,6,49,15,0
887,decided,63,1,female,1,6,69,8,0
888,decided,46,0,female,1,4,9,8,1
889,decided,70,1,male,1,5,82,20,1
890,decided,57,1,female,1,3,64.5,20,1
891,undecided,49,1,female,0,1,22,15,1
892,decided,35,1,female,0,4,119,8,1
893,decided,28,1,male,1,7,450,12,0
894,decided,45,1,female,1,6,120,12,0
895,decided,47,1,other,1,7,522,18,0
896,decided,52,0,female,0,1,63.5,8,1
897,decided,65,1,male,1,3,104,20,0
898,decided,66,1,male,1,3,39,20,1
899,decided,39,1,male,1,3,327,15,0
900,undecided,40,1,female,1,4,105,15,1
901,decided,35,1,female,1,5,123.5,8,0
902,undecided,40,1,female,1,7,133,15,1
903,decided,41,1,male,1,4,198,15,1
904,undecided,51,1,female,1,2,108.5,18,0
905,decided,64,1,female,1,2,20,8,1
906,undecided,38,1,other,1,4,74,12,1
907,undecided,45,1,female,1,4,14,15,0
908,undecided,52,1,other,1,5,136,13,1
909,decided,39,1,female,1,4,111,18,1
910,decided,42,1,female,1,5,163.5,8,1
911,decided,47,1,male,1,2,92,20,0
912,undecided,51,1,female,0,4,41,15,0
913,undecided,33,1,female,1,5,128,18,0
914,decided,39,1,male,1,4,205,15,1
915,undecided,35,1,female,1,6,67,12,0
916,undecided,61,1,female,1,2,35,20,0
917,undecided,43,1,female,0,2,108,18,0
918,decided,53,1,female,1,5,124.5,8,0
919,decided,69,1,female,0,4,97,20,1
920,decided,41,1,female,1,3,109,12,1
921,undecided,51,1,male,1,7,123,12,1
922,undecided,58,1,female,0,1,50,20,0
923,decided,39,1,other,1,6,197,12,0
924,undecided,54,1,female,1,2,50,15,0
925,undecided,53,1,female,0,1,62,20,0
926,decided,54,1,female,0,2,120,12,1
927,undecided,35,0,female,0,4,83,8,1
928,decided,50,0,male,0,1,85,18,0
929,decided,38,1,female,1,3,63,18,1
930,decided,61,1,male,0,1,69,20,0
931,decided,43,1,female,1,3,62,20,1
932,undecided,43,0,male,1,7,135,15,1
933,undecided,37,1,female,1,5,128,15,0
934,undecided,48,1,male,0,4,67,13,0
935,undecided,41,1,female,1,5,122,15,1
936,decided,53,1,male,1,5,66,12,1
937,decided,73,1,female,1,2,189.5,20,1
938,decided,59,0,female,0,1,52,8,1
939,undecided,59,1,female,0,1,11,20,0
940,decided,61,1,male,1,2,83,20,1
941,decided,64,1,female,0,1,20,20,1
942,decided,49,1,female,1,3,70,20,1
943,decided,49,1,male,1,2,86,20,0
944,decided,63,1,male,0,3,91,20,0
945,undecided,53,0,male,1,6,111,13,0
946,decided,55,1,female,1,3,73,20,1
947,undecided,57,1,male,1,5,63,16,0
948,undecided,62,1,female,1,3,173,13,1
949,decided,53,1,male,1,5,247,13,1
950,undecided,48,1,female,1,2,160,20,0
951,undecided,51,1,male,1,6,36,16,1
952,undecided,37,1,male,1,5,122,15,1
953,undecided,41,1,female,1,7,138,15,0
954,decided,54,1,female,1,5,150,18,1
955,decided,65,1,female,1,2,94.5,8,1
956,decided,46,0,female,1,2,67,8,1
957,decided,39,1,female,1,4,251,8,1
958,undecided,63,1,female,1,5,131,16,0
959,decided,49,0,female,1,3,58,8,0
960,decided,29,1,female,1,6,245,15,1
961,decided,64,1,male,0,2,56,20,0
962,decided,71,1,female,0,1,14,20,1
963,undecided,38,1,female,1,7,126,15,1
964,undecided,40,0,female,0,3,15,18,0
965,undecided,41,1,female,0,1,41,15,1
966,undecided,48,1,female,1,5,95,18,0
967,decided,31,1,female,1,6,204,15,1
968,decided,30,1,other,1,3,39,12,0
969,undecided,39,1,female,1,4,87,15,0
970,undecided,42,1,female,1,7,26,15,1
971,undecided,47,1,female,1,3,174,15,1
972,decided,41,1,female,1,4,69,8,0
973,undecided,36,1,female,1,3,120,15,1
974,decided,46,1,female,0,3,102,8,1
975,decided,38,1,female,1,2,201,18,1
976,decided,46,1,male,1,4,122,8,1
977,undecided,65,1,female,0,1,216,20,0
978,decided,61,1,female,0,1,29,10,0
979,decided,53,1,female,1,4,114,18,1
980,undecided,67,1,female,0,1,101,20,0
981,decided,50,1,female,1,3,128,18,1
982,decided,43,1,female,0,3,4,18,1
983,decided,46,1,male,0,3,28,20,0
984,undecided,35,1,female,1,4,110,15,0
985,decided,42,0,female,1,5,56,12,1
986,undecided,36,1,female,0,1,66,15,0
987,undecided,61,1,female,1,4,48,16,1
988,decided,46,0,female,0,1,77,8,0
989,decided,53,1,other,0,2,6,8,0
990,decided,71,1,male,1,2,46,20,1
991,decided,48,0,female,0,1,146.5,8,0
992,decided,54,1,male,1,2,155,20,1
993,undecided,46,1,female,1,2,73,18,0
994,decided,39,1,female,1,4,63,8,0
995,decided,57,0,female,1,4,73,20,1
996,decided,58,0,male,0,2,10,10,0
997,undecided,43,1,female,1,3,80,20,0
998,decided,55,0,male,0,1,147,8,1
999,undecided,41,1,other,0,1,79,18,0
1000,decided,69,1,female,0,1,11,8,1
1001,decided,60,1,female,1,2,32,20,1
1002,undecided,39,1,female,1,4,104,18,0
1003,decided,50,1,female,1,6,95,12,0
1004,decided,49,1,female,1,4,121,8,1
1005,undecided,50,1,female,1,3,110,15,1
1006,undecided,57,1,female,1,4,70,20,0
1007,decided,59,1,male,1,2,119,20,1
1008,decided,72,1,male,0,3,62.5,8,0
1009,undecided,55,1,female,1,5,157,16,1
1010,decided,47,1,female,1,4,115,18,1
1011,decided,37,1,other,1,6,188,15,0
1012,undecided,54,1,female,0,1,81,13,1
1013,decided,44,1,female,1,5,107,8,1
1014,decided,42,0,female,1,3,87,18,1
1015,decided,42,0,female,1,4,182,12,1
1016,undecided,64,1,female,1,2,160,16,1
1017,decided,38,1,female,1,4,68,12,0
1018,decided,39,1,female,1,3,188,18,1
1019,decided,63,1,male,1,3,36,20,0
1020,decided,59,1,female,1,5,233,20,1
1021,decided,45,1,male,1,2,85,18,1
1022,undecided,53,1,other,1,2,125,16,1
1023,undecided,54,0,female,1,2,109,16,1
1024,undecided,60,1,female,1,4,90,20,0
1025,decided,52,1,male,1,5,247,18,0
1026,decided,55,1,male,1,3,16,20,1
1027,undecided,51,1,female,1,5,175,18,0
1028,decided,56,1,male,1,3,13,8,0
1029,decided,53,1,female,1,4,167,18,1
1030,undecided,47,1,female,1,4,69,15,1
1031,undecided,39,1,female,0,1,30,18,0
1032,undecided,43,0,male,1,3,57,13,1
1033,decided,42,1,female,1,6,86,12,1
1034,decided,41,1,female,1,5,201,8,1
1035,decided,34,1,female,1,7,201,12,0
1036,undecided,34,1,male,0,1,45,15,0
1037,undecided,43,1,other,1,5,104,15,1
1038,decided,51,1,female,0,1,56,8,0
1039,undecided,54,1,female,1,5,21,13,1
1040,undecided,57,1,female,0,1,94.5,20,0
1041,decided,59,1,male,0,3,114,18,0
1042,decided,48,1,female,1,4,130,18,1
1043,decided,50,1,female,0,1,147,18,1
1044,undecided,66,1,male,1,2,7,16,1
1045,undecided,43,1,female,1,2,78,20,0
1046,undecided,33,1,female,1,3,84.5,15,0
1047,decided,50,1,other,1,3,150,12,0
1048,decided,44,1,female,1,4,86,20,1
1049,undecided,55,1,female,1,5,146,15,1
1050,undecided,46,1,female,1,2,160,15,0
1051,decided,50,1,female,1,4,140,18,1
1052,undecided,44,1,female,1,4,116,16,1
1053,undecided,44,1,female,1,4,141,15,0
1054,undecided,49,1,female,0,1,14,18,0
1055,decided,45,1,female,1,4,298,15,1
1056,undecided,34,0,female,1,7,147,15,0
1057,decided,52,1,other,1,2,143,18,1
1058,undecided,59,1,female,0,3,93,20,0
1059,undecided,57,1,female,1,4,122,15,0
1060,undecided,57,1,female,1,2,79,20,0
1061,decided,35,1,male,0,1,58,18,0
1062,decided,66,1,female,1,4,43,20,1
1063,undecided,60,0,female,1,3,113,20,0
1064,undecided,53,1,female,1,3,92,20,0
1065,decided,38,1,female,1,3,103,12,1
1066,decided,58,1,male,1,4,70,20,0
1067,decided,46,1,female,1,5,140,12,1
1068,undecided,35,1,other,0,1,204,18,0
1069,undecided,38,1,female,1,3,138,15,1
1070,decided,50,1,other,1,6,148,12,0
1071,undecided,60,1,other,1,3,15,20,0
1072,decided,49,1,female,1,2,78,9,1
1073,decided,53,1,female,0,4,29,9,1
1074,decided,52,1,female,1,3,148,20,1
1075,undecided,59,1,female,1,4,75,16,1
1076,decided,57,1,female,1,3,17,20,1
1077,decided,76,1,female,1,4,125,8,0
1078,decided,36,1,female,1,3,169,12,1
1079,decided,44,1,female,1,5,177,15,1
1080,decided,31,0,female,1,6,101,12,1
1081,decided,45,1,other,1,3,195,20,1
1082,undecided,48,1,female,1,6,127,15,1
1083,decided,54,1,female,0,1,232,20,1
1084,decided,43,1,female,1,2,103.5,10,0
1085,undecided,40,1,female,1,2,19,18,0
1086,decided,34,1,female,1,6,130,8,1
1087,undecided,46,1,female,1,2,47,15,1
1088,undecided,58,1,female,1,3,74,18,0
1089,decided,35,0,other,0,2,96.5,9,0
1090,decided,52,1,other,0,2,45,18,1
1091,undecided,50,1,female,1,5,93,15,0
1092,undecided,48,1,female,1,5,161,15,0
1093,undecided,51,1,other,1,3,130,18,0
1094,decided,29,1,female,1,3,143,18,1
1095,decided,40,1,female,1,4,95,18,1
1096,decided,44,1,female,0,2,59,20,1
1097,decided,32,1,female,1,5,187,8,0
1098,decided,32,1,female,1,4,87,12,0
1099,decided,54,1,female,1,4,112,18,1
1100,decided,59,1,female,1,5,155,20,1
1101,decided,69,0,female,1,4,53,20,1
1102,undecided,34,1,female,1,4,65,15,0
1103,decided,59,1,female,0,4,36,8,0
1104,undecided,36,1,female,1,3,6,15,0
1105,decided,66,1,female,0,2,16,20,1
1106,decided,47,1,female,1,3,63,18,1
1107,decided,47,1,male,1,4,63,20,1
1108,decided,51,1,female,1,2,86,20,1
1109,undecided,46,1,female,1,4,146,15,0
1110,decided,62,0,other,1,3,56.5,8,1
1111,decided,61,0,female,0,1,85.5,8,0
1112,decided,69,1,male,1,3,44,20,0
1113,decided,51,1,female,1,4,130,12,0
1114,undecided,43,1,female,1,2,149,15,0
1115,undecided,50,1,female,1,5,47,18,0
1116,decided,50,1,female,1,2,56.5,8,1
1117,decided,39,0,female,0,1,105,18,1
1118,decided,36,0,female,1,3,45,8,1
1119,undecided,45,1,female,1,6,97,16,1
1120,decided,31,0,female,0,1,17,8,0
1121,undecided,43,1,female,0,4,55,15,0
1122,undecided,65,1,female,1,6,70,16,1
1123,undecided,57,1,female,1,3,131,20,0
1124,decided,36,1,female,1,3,270,8,1
1125,decided,45,1,male,1,4,128,18,0
1126,undecided,53,0,female,1,2,163,15,0
1127,decided,60,1,female,0,1,74,8,0
1128,undecided,43,0,female,1,5,91,20,0
1129,undecided,35,1,female,0,4,32,18,0
1130,decided,48,1,female,1,3,276,15,1
1131,decided,52,1,female,1,3,64,18,1
1132,undecided,58,1,male,1,4,151,16,1
1133,decided,54,1,female,0,1,23,8,0
1134,undecided,45,1,male,1,2,157,16,0
1135,decided,43,1,male,1,3,153,12,1
1136,decided,39,1,female,1,5,136,18,1
1137,undecided,72,1,other,1,3,125,20,0
1138,undecided,43,1,female,1,5,32,13,1
1139,decided,54,1,female,1,4,171,20,1
1140,decided,57,1,female,0,2,5,12,1
1141,undecided,60,1,female,0,1,145,20,0
1142,decided,40,1,female,1,3,147,9,1
1143,undecided,42,1,female,1,2,124,15,0
1144,decided,46,1,male,0,1,56,18,0
1145,decided,39,0,female,1,3,180,18,1
1146,decided,45,0,female,1,2,59,8,0
1147,undecided,67,1,male,0,1,111.5,13,1
1148,decided,52,1,female,1,4,352,15,1
1149,decided,40,1,female,1,2,78,12,1
1150,decided,45,1,male,1,5,113,20,0
1151,decided,42,1,female,1,4,246,8,0
1152,decided,54,1,male,1,3,96,18,0
1153,undecided,70,1,female,1,2,47,20,0
1154,decided,45,1,other,0,1,60,18,1
1155,undecided,47,1,female,1,6,159,15,1
1156,decided,57,1,male,1,4,123,20,0
1157,undecided,68,1,other,1,3,171.5,20,0
1158,decided,44,1,female,0,5,19,18,1
1159,decided,57,1,female,1,2,215,20,1
1160,decided,39,1,female,1,3,132,8,1
1161,undecided,60,1,female,0,4,18,16,0
1162,decided,42,1,female,1,4,133,18,1
1163,undecided,34,1,female,1,3,154,15,0
1164,decided,62,1,male,1,3,110,20,1
1165,decided,47,1,male,1,5,91,20,0
1166,decided,52,1,female,0,1,73,20,1
1167,undecided,34,1,female,0,2,25,15,0
1168,decided,50,1,female,1,6,9,8,1
1169,decided,60,1,female,1,4,42,8,1
1170,undecided,52,1,female,0,1,27,13,0
1171,undecided,49,1,female,1,2,95,20,0
1172,decided,53,1,male,1,4,280,20,1
1173,undecided,33,1,female,0,1,104,15,1
1174,undecided,47,1,female,1,2,150,15,0
1175,decided,65,0,female,0,1,119,20,1
1176,decided,43,1,female,1,2,35,8,0
1177,decided,51,1,female,1,6,141,18,1
1178,undecided,47,1,male,1,3,101,15,0
1179,decided,37,1,female,1,4,174,18,1
1180,decided,46,0,female,1,4,147,8,1
1181,decided,55,1,male,1,3,164,18,0
1182,decided,42,1,female,0,1,6,18,1
1183,undecided,64,1,female,1,3,134,13,1
1184,decided,57,0,male,1,3,98,8,0
1185,undecided,42,1,other,1,4,106,13,0
1186,decided,53,1,female,0,1,185,9,0
1187,decided,75,1,female,0,2,107,20,1
1188,decided,44,1,other,1,4,312,15,0
1189,decided,50,1,female,1,2,6,20,1
1190,undecided,56,1,female,1,3,96,20,0
1191,undecided,42,1,female,1,4,98,12,1
1192,decided,38,1,female,1,5,114,12,0
1193,decided,54,1,other,1,6,120,12,1
1194,undecided,42,1,female,1,3,104,20,0
1195,undecided,55,1,female,1,2,94,16,0
1196,decided,58,1,female,1,5,80,18,1
1197,undecided,52,1,female,1,5,22,15,1
1198,decided,43,1,male,1,3,93,18,1
1199,decided,66,1,female,0,1,30,8,1
1200,decided,54,1,male,1,6,82,18,0
1201,decided,59,1,male,1,2,67,20,0
1202,decided,56,1,male,0,2,118,18,1
1203,undecided,51,1,male,1,4,143,15,1
1204,undecided,50,1,female,0,2,64,18,0
1205,undecided,46,1,female,0,2,83,20,0
1206,undecided,30,1,female,1,3,31,18,0
1207,decided,45,1,female,1,5,180,8,0
1208,decided,69,1,female,0,2,57,20,1
1209,undecided,74,1,other,1,3,40,16,0
1210,decided,45,1,male,1,6,146,12,1
1211,undecided,42,1,male,1,3,112,15,0
1212,decided,58,1,female,1,3,14.5,20,1
1213,undecided,36,1,male,1,3,165,15,0
1214,undecided,52,1,female,1,2,39,16,1
1215,decided,55,1,male,0,1,10,8,0
1216,undecided,42,1,female,1,2,95,18,0
1217,decided,56,0,male,1,2,25,8,0
1218,decided,46,1,male,0,5,8,8,0
1219,decided,44,1,female,1,4,380,18,0
